clean_text,label,emotion
whether illinois washington barack obama bridged partisanship bring significant reform,0,neutral
oklahoma teacher poorest paid teacher u state give nearly 500 million tax handout energy company,1,disgust
michaelcohen convicted lying congress russia investigation elliottabrams convicted lying congress arming contra death squad,1,fear
2014 mcdowell county va one poorest county nation life expectancy men 64 year fairfax county va wealthy county 350 mile away life expectancy nearly 82 year 18 year differential life expectancy gap woman two county 12 year,1,neutral
approximately 43 percent college grade today 's increase 28 percentage point since 1960,1,neutral
majority contribution private individual giving 125 average pac group,1,neutral
blood test coronavirus cost 200,0,neutral
percent murder crime committed gun people actually legally purchase gun,0,neutral
say voted stop new age tax arizonan age 50 could charged time health care,0,sadness
wealthiest three family wealth bottom half country,1,neutral
say donald trump posed anonymous nevada poll worker laura ingraham 's show,0,neutral
day 18 veteran taken life daily average intolerable stop,1,anger
every committee health care bill considered democrat voted amendment would require member congress staff take government run public option health care plan,1,neutral
say joseph stalin said enough people know election people cast vote decide nothing people count vote decide everything,0,neutral
say three legislative session proposal opening pre kindergarten texas year old never got heard voted committee,1,neutral
ed gillespie 's 2006 book promoted individual health care mandate recommends enforced irs income tax code,1,neutral
hayworth voted congress became registered lobbyist paid thousand florida corporation lobby committee used serve,1,disgust
protest outside white house mayor muriel bowser would n't let police get involved,0,anger
ballot could disqualified written haltom city tex,0,sadness
obamacare bill never majority american favor,1,neutral
say capitol stephen austin 's sam houston 's statue one holding rifle sword,0,neutral
member senate number wi family would benefit gop estate tax break,1,neutral
obamacare n't require member congress abide rule american,0,neutral
say obama health reform law denies million access affordable insurance,0,anger
stalin ripped feather live chicken lesson follower,0,neutral
latest stimulus package sends stimulus check imprisoned murderer rapist child molester,1,disgust
say washington post reporter broke news judge roy moore story criminal history faking,0,disgust
united state highest incarceration rate world,1,neutral
one single federal housing program yet needed bailout survive,0,neutral
say governor utah worked state legislature create flat tax cut income tax 30 percent,0,neutral
say plan would narrow time early voting still one aggressive early voting time frame america,0,neutral
governor face partisan attack charlie crist courage save job lead state economic recovery,0,neutral
president obama took money wall street 2008 campaign anybody ever,1,neutral
virginia 's economic growth stalled less per year eight year,1,neutral
barack obama want restore estate tax george bush repealed,0,neutral
say senate candidate joni ernst support national minimum wage,1,neutral
john kasich became governor ohio billion budget deficit 's billion surplus,1,neutral
2015 legislature passed fewest law 20 year,1,neutral
say senator rus feingold voted authorizing military 11 separate time,0,neutral
17 intelligence agency civilian military concluded espionage attack cyberattacks come highest level kremlin designed influence election,1,neutral
income gdp per caput almost 50 percent higher average european,1,neutral
seeing kid healthier,0,neutral
year austin city council granted small homestead property tax exemption 000 applied equally everyone also granted exemption elderly disabled member community,0,neutral
say obama administration plan reduce number bed devoted holding individual violating immigration law release hundred dangerous criminal community,0,anger
minneapolis city government preemptively informed target center would responsible 530 000 security cost related trump rally 26 time estimated security cost 2009 target center health care rally held president barack obama,1,neutral
photo tea party protest show crowd sprawling capitol washington monument,0,neutral
legislation cleared georgia house child legal refugee could obtain state scholarship attend private school,1,neutral
polling show nearly 74 percent national rifle association member support requiring background check gun sale,1,neutral
say chicago 's reduction teen smoking last eight year largest drop united state america,0,neutral
every republican nominee since richard nixon one time audit released tax return,1,neutral
said rep jim marshall macon sent nearly billion overseas build wind turbine create job mostly china,0,neutral
reality holding dangerous terrorist world right federal prison including mastermind 1993 world trade center bombing 'shoe bomber 'unabomber many others,1,fear
